foreign,foreigncountry_cleaned,shpmtyear,country_name,country_iso3,cleaned_name,cleaned_ID,matching_score,cleaned_name_pred
Weldtrade Enterprises,India,2020,India,IND,Weldtrade Enterprises,10420_IND,100,Shanghai Xinbang International Trading
Kb Trading,Palau,2020,Palau,PLW,Kb Trading,3_PLW,0,Shanghai Xinbang International Trading
Arabian Enginering Services Llc,Oman,2020,Oman,OMN,Arabian Enginering Services Llc,232_OMN,100,Shanghai Xinbang International Trading
Natbury Lifecare Private Ltd.,India,2019,India,IND,Natbury Lifecare Private Ltd,6348_IND,0,Shanghai Xinbang International Trading
Rbm Building Machinery Trading Sdn Bhd,Malaysia,2020,Malaysia,MYS,Rbm Building Machinery Trading Sdn Bhd,8583_MYS,0,Shanghai Xinbang International Trading
Jammes Sud E U R L,France,2020,France,FRA,Jammes Sud E U R L,630_FRA,100,Shanghai Xinbang International Trading
New Modern Super Pack,Thailand,2019,Thailand,THA,New Modern Super Pack,6757_THA,0,Shanghai Xinbang International Trading
Sino Swiss Engineering,Hong Kong,2019,Hong Kong,HKG,Sino Swiss Engineering,7796_HKG,100,Shanghai Xinbang International Trading
The Big Blu Market S L,Spain,2020,Spain,ESP,The Big Blu Market S L,592_ESP,100,Shanghai Xinbang International Trading
Danzer Lumber North America,United States,2020,United States,USA,Danzer Lumber North America,21460_USA,100,Shanghai Xinbang International Trading
Hazar Ith Ve Ihr Sti,Turkey,2020,Turkey,TUR,Hazar Ith Ve Ihr Sti,66_TUR,100,Shanghai Xinbang International Trading
Ano Asics Norge As,Norway,2019,Norway,NOR,Ano Asics Norge As,326_NOR,0,Shanghai Xinbang International Trading
Tedwin,Malaysia,2020,Malaysia,MYS,Tedwin,4030_MYS,0,Shanghai Xinbang International Trading
Shaoxing Jiucheng Textile,China,2019,China,CHN,Shaoxing Qijun Textile,3236_CHN,85,Shanghai Xinbang International Trading
Speedmark Logistics Pte,Singapore,2019,Singapore,SGP,Speedmark Logistics Pte,1888_SGP,100,Shanghai Xinbang International Trading
Chirasak Chantanapelin Crown Worldwide Ltd.,Thailand,2019,Thailand,THA,Chirasak Chantanapelin Crown Worldwide Ltd,3741_THA,0,Shanghai Xinbang International Trading
Prosan D O O,Slovenia,2020,Slovenia,SVN,Prolat D O O,98_SVN,83,Shanghai Xinbang International Trading
Syria Art Media,Syria,2019,Syria,SYR,Syria Art Media,31_SYR,0,Shanghai Xinbang International Trading
13 Parc Na Silla Rise,Ireland,2020,Ireland,IRL,13 Parc Na Silla Rise,244_IRL,0,Shanghai Xinbang International Trading
Vantage Deepwater Drilling Crane,United States,2020,United States,USA,Vantage Deepwater Drilling Inc,23419_USA,90,Shanghai Xinbang International Trading
Und Metrology Pte,Singapore,2020,Singapore,SGP,Ems Metrology Pte,3193_SGP,82,Shanghai Xinbang International Trading
Yantai Zhenzhu Longkou Vermicelli Lt,China,2020,China,CHN,Yantai Zhenzhu Longkou Vermicelli Lt,12459_CHN,0,Shanghai Xinbang International Trading
Bargain Wholesale,American Samoa,2020,American Samoa,ASM,Bargain Wholesale,11_ASM,100,Shanghai Xinbang International Trading
Shengda Technology,China,2019,China,CHN,Tengxuan Technology,21526_CHN,81,Shenzhen Embest Technology
Smoke Solution Ap5 Dkk,Netherlands,2019,Netherlands,NLD,Smoke Solution Ap5 Dkk,2983_NLD,0,Shanghai Xinbang International Trading
Chemours International Ops Sarl,Switzerland,2020,Switzerland,CHE,Chemours International Operations Sarl,1044_CHE,90,Shanghai Xinbang International Trading
Transitions Optical Phils,Philippines,2019,Philippines,PHL,Transitions Optical Phils,2698_PHL,100,Shanghai Xinbang International Trading
Lbj Jewellery,United Kingdom,2019,United Kingdom,GBR,Lbj Jewellery,3060_GBR,0,Shanghai Xinbang International Trading
Comatifkm 10600 Route 110,Morocco,2020,Morocco,MAR,Comatifkm 10600 Route 110,228_MAR,0,Shanghai Xinbang International Trading
Chanel Trading,Taiwan,2019,Taiwan,TWN,Chanel Trading,4164_TWN,0,Shanghai Xinbang International Trading
Hodaka,Taiwan,2019,Taiwan,TWN,Hodaka,2652_TWN,100,Shanghai Xinbang International Trading
Danone Specialized Nutrition Thailand,Thailand,2020,Thailand,THA,Danone Specialized Nutrition Thailand,4054_THA,0,Shanghai Xinbang International Trading
Cessaro Gmb H,Germany,2020,Germany,DEU,Cessaro Gmb H,2026_DEU,0,Shanghai Xinbang International Trading
Fanstech Electric Hong Kong Ltd.,Hong Kong,2020,Hong Kong,HKG,Fanstech Electric Hong Kong Ltd,9640_HKG,0,Shanghai Xinbang International Trading
Sas Sabaa,France,2020,France,FRA,Sasa Sabaa,1064_FRA,95,Shanghai Xinbang International Trading
Weihai Dynamic Outdoors Equipment,China,2020,China,CHN,Weihai Dynamic Outdoors Equipment,33654_CHN,0,Shanghai Xinbang International Trading
Vista Outdoor Sales Llc,United States,2019,United States,USA,Vista Outdoor Sales Llc,20396_USA,100,Shanghai Xinbang International Trading
Hang Zhou Jiaying Trade,China,2019,China,CHN,Hang Zhou Jiaying Trade,51033_CHN,0,Shanghai Xinbang International Trading
Zhangjiagang City Xieming Textile Trade,China,2020,China,CHN,Zhangjiagang City Henghao Textiles Ltd,44720_CHN,81,Shanghai Xinbang International Trading
Dfi Brands Ltd.,Hong Kong,2020,Hong Kong,HKG,Dfi Brands Ltd,6631_HKG,100,Shanghai Xinbang International Trading
Sherwinwilliams S Pte,Singapore,2019,Singapore,SGP,Sherwinwilliams S Pte,7648_SGP,100,Shanghai Xinbang International Trading
Westpac Products,Hong Kong,2020,Hong Kong,HKG,Westpac Products,6688_HKG,100,Shanghai Xinbang International Trading
Kawase Sangyo,Japan,2019,Japan,JPN,Iwase Sangyo,7664_JPN,88,Shanghai Xinbang International Trading
L G L Electronics Hangzhou,China,2019,China,CHN,Lg Electronics Hangzhou,9970_CHN,90,Shanghai Xinbang International Trading
Khanna Textile,India,2019,India,IND,Khana Textiles,3237_IND,93,Shanghai Xinbang International Trading
Kwality Foods Nepal,Nepal,2020,Nepal,NPL,Kwality Foods Nepal P,9_NPL,95,Shanghai Xinbang International Trading
Transport Specialities International Inc.,United States,2020,United States,USA,Transport Specialities International Inc,11391_USA,0,Shanghai Xinbang International Trading
Shenzhen Scree Optoelectronics,China,2019,China,CHN,Shenzen Leyard Optoelectronics,12131_CHN,83,Shanghai Xinbang International Trading
Ted Baker London,United Kingdom,2019,United Kingdom,GBR,Ted Baker London,480_GBR,0,Shanghai Xinbang International Trading
Shanghai Zidan Food Packaging Printing,China,2020,China,CHN,Shanghai New Island Packaging Printing,11320_CHN,82,Shanghai Xinbang International Trading
Precision Machine Parts,China,2019,China,CHN,Precision Machine Parts Ltd,24262_CHN,92,Shanghai Xinbang International Trading
J D Theile Gmb H,Germany,2020,Germany,DEU,J D Theile Gmb H,5798_DEU,0,Shanghai Xinbang International Trading
Adidas Aghbs S L400031,Germany,2020,Germany,DEU,Adidas Aghbs S L400031,1257_DEU,0,Shanghai Xinbang International Trading
Shenzhen Baiqing Sandblasting Equipment,China,2020,China,CHN,Shenzhen Baiqing Sandblasting Equipment,5151_CHN,0,Shanghai Xinbang International Trading
Yuan Hui Technology,China,2020,China,CHN,Wuhan Huawei Technology,3724_CHN,86,Shanghai Xinbang International Trading
Autoliv Hirotako (Safety Sdn Bhd),Malaysia,2020,Malaysia,MYS,Autoliv Hirotako (Safety Sdn Bhd),947_MYS,100,Shanghai Xinbang International Trading
Norvic Aero Engine,United Kingdom,2019,United Kingdom,GBR,Norvic Aero Engine,1912_GBR,0,Shanghai Xinbang International Trading
Jupiter Trading,Sri Lanka,2019,Sri Lanka,LKA,Jupiter Trading,697_LKA,0,Shanghai Xinbang International Trading
Innodis,Mauritius,2019,Mauritius,MUS,Innodis,306_MUS,100,Shanghai Xinbang International Trading
Casa Brazil Imp. E Exp. De Movies Ltdaepp,Brazil,2019,Brazil,BRA,Casa Brazil Imp E Exp De Movies Ltdaepp,339_BRA,0,Shanghai Xinbang International Trading
Gq Fruit Exp. (Pty),Australia,2019,Australia,AUS,Gq Fruit Exp (Pty),7224_AUS,0,Shanghai Xinbang International Trading
Zhejiang Willing Foreign Trading,Singapore,2019,Singapore,SGP,Zhejiang Willing Foreign Trading,14339_SGP,0,Shanghai Xinbang International Trading
Global Goodwill Logistics Corp,China,2019,China,CHN,Global Goodwill Logistics Corp,34331_CHN,0,Shanghai Xinbang International Trading
Hung Fu Leather O B Sheng Yi International Ltd.,Vietnam,2020,Vietnam,VNM,Hung Fu Leather O B Sheng Yi International Ltd,7573_VNM,0,Shanghai Xinbang International Trading
Hamdam Paper Products Private Ltd.,Pakistan,2020,Pakistan,PAK,Hamdam Paper Products Private Ltd,198_PAK,100,Shanghai Xinbang International Trading
Renesas Electronics Singapore Pte,Singapore,2019,Singapore,SGP,Tanaka Electronics Singapore Pte,503_SGP,86,Shanghai Xinbang International Trading
Mitsui Asia Pacific Pte Manila Branch,Philippines,2019,Philippines,PHL,Mitsui Asia Pacific Pte Manila Branch,1084_PHL,0,Shanghai Xinbang International Trading
Anish Trading,India,2019,India,IND,Anish Trading,294_IND,0,Shanghai Xinbang International Trading
Kido Hanoi,Vietnam,2019,Vietnam,VNM,Kido Hanoi,2289_VNM,0,Shanghai Xinbang International Trading
Samsung Electronica Da Amazonia,Brazil,2019,Brazil,BRA,Samsung Electronica Da Amazonia,66_BRA,0,Shanghai Xinbang International Trading
Xingfa Hongkong Imp. Exp. Ltd.,Hong Kong,2019,Hong Kong,HKG,Eatsun Hongkong Imp Exp Ltd,8388_HKG,81,Shanghai Xinbang International Trading
Nike 335 Reno,United States,2019,United States,USA,Nike 335 Reno,7013_USA,0,Shanghai Xinbang International Trading
Humax Poland Sp Zoo 2530 Stb,Poland,2020,Poland,POL,Humax Poland Sp Zoo 2530 Stb,576_POL,0,Shanghai Xinbang International Trading
Vistronics Ltd.,Hong Kong,2019,Hong Kong,HKG,Vistronics Ltd,6503_HKG,0,Shanghai Xinbang International Trading
Affreightmen Global Logistics S Pte,Singapore,2020,Singapore,SGP,Affreightmen Global Logistics S Pte,101_SGP,0,Shanghai Xinbang International Trading
Oura Shoten,Japan,2019,Japan,JPN,Oura Shoten,8790_JPN,0,Shanghai Xinbang International Trading
Unichi Pte,Singapore,2019,Singapore,SGP,Unichi Pte,14457_SGP,0,Shanghai Xinbang International Trading
Universal Steel Holland Bv,Netherlands,2020,Netherlands,NLD,Universal Steel Holland B V,3103_NLD,94,Shanghai Xinbang International Trading
Roehm Chemical Shanghai,China,2020,China,CHN,Mufeng Chemical Shanghai,18001_CHN,81,Shanghai Xinbang International Trading
Plus Energy Machinery Corp,Taiwan,2019,Taiwan,TWN,Plus Energy Machinery Corp,4437_TWN,0,Shanghai Xinbang International Trading
Banta Hosiery,United Kingdom,2019,United Kingdom,GBR,Banta Hosiery,1209_GBR,0,Shanghai Xinbang International Trading
Jason Engineering As,Norway,2019,Norway,NOR,Jason Engineering As,387_NOR,0,Shanghai Xinbang International Trading
H M Hennes Mauritz Gbc Ab,South Africa,2019,South Africa,ZAF,Hm Hennes Mauzritz Gbc Ab,4_ZAF,92,H M Hennes Mauritz Colombia S A S
Shingi Coorporation,Japan,2019,Japan,JPN,Swing Corporation,2028_JPN,89,Shanghai Xinbang International Trading
Zhongshan Hanze Electrical Technology,China,2020,China,CHN,Zhong Shan Jin Zhong Electrical Technology,1880_CHN,81,Shanghai Xinbang International Trading
Fuji Ace,Thailand,2019,Thailand,THA,Fuji Ace,1280_THA,0,Shanghai Xinbang International Trading
Texas Air Services,United States,2020,United States,USA,Texas Air Services,10626_USA,100,Shanghai Xinbang International Trading
Coastone Oy,Finland,2019,Finland,FIN,Coastone Oy,416_FIN,100,Shanghai Xinbang International Trading
Kao Corporation Shanghai,China,2019,China,CHN,Phc Corporation Shanghai,1644_CHN,88,Shanghai Xinbang International Trading
Japan Telegartner,Japan,2020,Japan,JPN,Japan Telegartner,8259_JPN,100,Shanghai Xinbang International Trading
Cong Ty Tnhh San Xuat Thuong Mai Dich Vu,Vietnam,2020,Vietnam,VNM,Cong Ty Tnhh San Xuat Thuong Mai,227_VNM,89,Shanghai Xinbang International Trading
British Transformer Components,United Kingdom,2019,United Kingdom,GBR,British Transformer Components,7088_GBR,0,Shanghai Xinbang International Trading
American Laboratories Inc.,United States,2020,United States,USA,Buckman Laboratories Inc,20388_USA,82,Shanghai Xinbang International Trading
Kardem Tekstile San Ve Tic As Bakir Ve Pir Inc.,Turkey,2019,Turkey,TUR,Dicle Tekstil San Ve Tic A S Bakir Ve Pir Inc,131_TUR,86,Shanghai Xinbang International Trading
Klm E M Malaysia Sdn Bhd Bollare Logistics,Malaysia,2020,Malaysia,MYS,Klm E M Malaysia Sdn Bhd Bollare Logistics,349_MYS,100,Shanghai Xinbang International Trading
Sheen Color Usa,United States,2020,United States,USA,Sheen Color Usa,15915_USA,100,Shanghai Xinbang International Trading
Qingdao Hongrunfa Machinery,China,2019,China,CHN,Qingdao Huana Machinery,5610_CHN,88,Shanghai Xinbang International Trading
Toyobo Film Solutions,Japan,2019,Japan,JPN,Toyobo Film Solutions,26_JPN,100,Shanghai Xinbang International Trading
Symmetric Pte,Singapore,2019,Singapore,SGP,Symmetric Pte,10895_SGP,0,Shanghai Xinbang International Trading
Referans Tekstil San Ve Tic Sti,Turkey,2019,Turkey,TUR,Referans Textile San Ve Tic Sti,895_TUR,94,Shanghai Xinbang International Trading
Ubiquity Network International Ltd.,China,2019,China,CHN,Ubiquiti Networks International Ltd,18317_CHN,96,Shanghai Xinbang International Trading
Fujian Oulaide Furniture,China,2020,China,CHN,Fujian Oulaide Furniture,50152_CHN,0,Shanghai Xinbang International Trading
Cair,United States,2020,United States,USA,Cair,1511_USA,0,Shanghai Xinbang International Trading
Ayaan Sanitary,Bangladesh,2020,Bangladesh,BGD,Ayaan Sanitary,1205_BGD,0,Shanghai Xinbang International Trading
Ntn Bearing Mfg Canada,Canada,2020,Canada,CAN,Ntn Bearing Mfg Of Canada,2359_CAN,94,Shanghai Xinbang International Trading
Lulu Hypermarket Trading,Qatar,2019,Qatar,QAT,Lulu Hypermarket Trading,1_QAT,100,Shanghai Xinbang International Trading
Improve Medical,China,2020,China,CHN,Improve Medical Hunan,23627_CHN,83,Shanghai Xinbang International Trading
Bestron Mfg,Hong Kong,2020,Hong Kong,HKG,Bestron Mfg Ltd,6966_HKG,85,Shanghai Xinbang International Trading
Sanyama Industries Sdn Bhd,Malaysia,2019,Malaysia,MYS,Danapac Industries M Sdn Bhd,1943_MYS,85,Shanghai Xinbang International Trading
Siemens Ag Pd Ld Mf Nma,Germany,2019,Germany,DEU,Siemens Ag Pd Ld Mf Nma,6148_DEU,100,Shanghai Xinbang International Trading
James Hardie Philippines Inc.,Philippines,2020,Philippines,PHL,James Hardie Philippines Inc,2341_PHL,100,Shanghai Xinbang International Trading
Kerry Ingredients M Sdn Bhd,Singapore,2019,Singapore,SGP,Kerry Ingredients M Sdn Bhd,4626_SGP,0,Shanghai Xinbang International Trading
Yamaha Music Mfg Japan Corporation,Japan,2019,Japan,JPN,Yamaha Music Mfg Japan Corporation,4107_JPN,0,Shanghai Xinbang International Trading
Guangzhou Homfel,China,2019,China,CHN,Guangzhou Homfel,32214_CHN,0,Shanghai Xinbang International Trading
Expeditors Intlsfi,United States,2019,United States,USA,Expeditors Intlsfi,7040_USA,0,Shanghai Xinbang International Trading
Eco Green Plastic Jsc Group 19 Yen Binh Town,Vietnam,2020,Vietnam,VNM,Eco Green Plastic Jsc Group 19 Yen Binh Town,198_VNM,0,Shanghai Xinbang International Trading
Ida,Taiwan,2020,Taiwan,TWN,Ida,2475_TWN,0,Shanghai Xinbang International Trading
Hitachi Kenki Logistics Technology,Japan,2019,Japan,JPN,Hitachi Kenki Logistics Technology,456_JPN,0,Shanghai Xinbang International Trading
Metlac Sp A,Italy,2020,Italy,ITA,Metlac Sp A,4110_ITA,0,Shanghai Xinbang International Trading
Hero Trading Exportimport,Laos,2019,Laos,LAO,Victory Trading Exportimport,9_LAO,83,Shanghai Xinbang International Trading
Qingdao Amixue International Trade,China,2020,China,CHN,Qingdao Yueyou International Trade,304_CHN,88,Shanghai Xinbang International Trading
Almig Kompressoren Gmb H,Germany,2020,Germany,DEU,Almig Kompressoren Gmb H,6381_DEU,100,Shanghai Xinbang International Trading
Anik Enterprise,Bangladesh,2020,Bangladesh,BGD,Biky Enterprise,220_BGD,87,Shanghai Xinbang International Trading
Lmt Tool Systems Gmb H,Germany,2019,Germany,DEU,Lmt Tool Systems Gmb H Kg,5101_DEU,94,Shanghai Xinbang International Trading
Marunaka,Japan,2020,Japan,JPN,Marunaka,7379_JPN,100,Shanghai Xinbang International Trading
Groupe Seb Argentina S A,Argentina,2020,Argentina,ARG,Groupe Seb Argentina Sa,68_ARG,94,Shanghai Xinbang International Trading
Express One Gmb H,Germany,2019,Germany,DEU,Express One Gmb H,7161_DEU,0,Shanghai Xinbang International Trading
Island Daze,United States,2020,United States,USA,Island Daze,11106_USA,0,Shanghai Xinbang International Trading
Bandai Namco Amusement Europe,United Kingdom,2019,United Kingdom,GBR,Bandai Namco Amusement Europe Ltd,252_GBR,94,Shanghai Xinbang International Trading
Hydratech General Trading Llc,United Arab Emirates,2019,United Arab Emirates,ARE,Hydra Tech General Trading L L C,1951_ARE,85,Shanghai Xinbang International Trading
Guangxi Mingang Steel Structure,China,2019,China,CHN,Guangxi Mingang Steel Structure,27492_CHN,100,Shanghai Xinbang International Trading
Hellmann,Netherlands,2019,Netherlands,NLD,Hellmann,1670_NLD,0,Shanghai Xinbang International Trading
Msa Trans Services Part,Thailand,2020,Thailand,THA,Msa Trans Services Part,6491_THA,0,Shanghai Xinbang International Trading
Shangrilah Fair Trade Ag,Germany,2019,Germany,DEU,Shangrilah Fair Trade Ag,4271_DEU,0,Shanghai Xinbang International Trading
Shenzhen Tsd Laser Equipment,China,2020,China,CHN,Shenzhen Toten Equipment,15077_CHN,81,Shanghai Xinbang International Trading
Mccormick Guangzhou Food Co.,China,2019,China,CHN,Mccormick Guangzhou Food Co,52579_CHN,0,Shanghai Xinbang International Trading
Al Attiya Motors Trading,Qatar,2019,Qatar,QAT,Al Jazira Motors Trading,273_QAT,83,Shanghai Xinbang International Trading
Avanti Ind Com Imp. E Exp.,Brazil,2019,Brazil,BRA,Avanti Ind Com Imp E Exp Ltda,87_BRA,91,Shanghai Xinbang International Trading
G G Development Pte,Singapore,2020,Singapore,SGP,M Development Pte,2727_SGP,89,Shanghai Xinbang International Trading
Foshan City Wealth Internationaltrade,China,2020,China,CHN,Foshan City Wealth International Trade C,20140_CHN,94,Shanghai Xinbang International Trading
Cedes Pte,Singapore,2020,Singapore,SGP,Cedes Pte,11163_SGP,100,Shanghai Xinbang International Trading
Agco International Gmb H,Switzerland,2019,Switzerland,CHE,Agco International Gmb H,842_CHE,100,Shanghai Xinbang International Trading
Et,Egypt,2020,Egypt,EGY,Et,371_EGY,0,Shanghai Xinbang International Trading
Ibm De Mexico Comercializacion Y Servici,Mexico,2019,Mexico,MEX,Ibm De Mexico Comercializacion Y Servicios,727_MEX,98,Shanghai Xinbang International Trading
Abb Sp Z O O,Poland,2020,Poland,POL,Aku Sp Z O O,391_POL,83,Shanghai Xinbang International Trading
Shmoukh Al Doha Trading,Qatar,2019,Qatar,QAT,Shmoukh Al Doha Trading,556_QAT,0,Shanghai Xinbang International Trading
Well Gain Textile,Taiwan,2019,Taiwan,TWN,Well Sun Textile,1985_TWN,85,Shanghai Xinbang International Trading
Iflight Technology Ltd.,Hong Kong,2019,Hong Kong,HKG,"Iflight Technology Co, Ltd",122_HKG,92,Shanghai Xinbang International Trading
